date,location_pool_id,water_year,water_level_in
2023-01-12,West Campus - 10,2023,7.75
2023-01-12,West Campus - 11,2023,5.25
2023-01-12,West Campus - 6,2023,12.875
2023-01-12,West Campus - 7,2023,1.125
2023-01-13,South Parcel - SWW 1,2023,10.25
2023-01-13,South Parcel - 1,2023,6.5
2023-01-13,South Parcel - 2,2023,12.75
2023-01-13,South Parcel - 3,2023,13
2023-01-13,South Parcel - 4,2023,11.25
2023-01-13,South Parcel - 5,2023,19.25
2023-01-13,South Parcel - 6,2023,10.75
2023-01-13,South Parcel - 7,2023,13
2023-01-13,South Parcel - 8,2023,12
2023-01-13,South Parcel - 9,2023,6
2023-01-13,North Campus Open Space - 9,2023,4
2023-01-13,North Campus Open Space - 8,2023,13
2023-01-13,North Campus Open Space - 7,2023,11
2023-01-13,North Campus Open Space - 1,2023,19.75
2023-01-13,North Campus Open Space - 2,2023,18.25
2023-01-13,North Campus Open Space - 6,2023,0
2023-01-13,North Campus Open Space - 5,2023,15
2023-01-13,North Campus Open Space - 4,2023,16.25
2023-01-13,North Campus Open Space - 3,2023,13.5
2023-01-13,North Parcel - West Pond,2023,28.5
2023-01-13,North Parcel - 19,2023,12.25
2023-01-13,North Parcel - Ph1,2023,15
2023-01-13,North Parcel - 16,2023,16.75
2023-01-13,North Parcel - 14,2023,15
2023-01-13,North Parcel - 3,2023,12
2023-01-13,North Parcel - 4,2023,8
2023-01-13,North Parcel - 9,2023,15.5
2023-01-13,North Parcel - 6,2023,11
2023-01-13,North Parcel - 7,2023,16
2023-01-13,Ellwood Mesa - 2,2023,2.5
2023-01-13,Ellwood Mesa - 3,2023,1.25
2023-01-13,Ellwood Mesa - Reference,2023,14.25
2023-01-13,Ellwood Mesa - 5,2023,2
2023-01-13,Del Sol/Camino Corto - N,2023,9.75
2023-01-13,Del Sol/Camino Corto - V,2023,9.5
2023-01-13,Del Sol/Camino Corto - E,2023,11.75
2023-01-13,Del Sol/Camino Corto - W,2023,15
2023-01-13,Del Sol/Camino Corto - F,2023,10
2023-01-13,Del Sol/Camino Corto - S,2023,11.25
2023-01-13,Del Sol/Camino Corto - K,2023,10.25
2023-01-13,Del Sol/Camino Corto - H,2023,14
2023-01-13,Del Sol/Camino Corto - I,2023,10.75
2023-01-13,Del Sol/Camino Corto - J,2023,10.75
2023-01-13,Del Sol/Camino Corto - L,2023,6.5
2023-01-13,Del Sol/Camino Corto - M,2023,12.25
2023-01-13,Del Sol/Camino Corto - G,2023,7.5
2023-01-13,Del Sol/Camino Corto - T,2023,4
2023-01-13,Del Sol/Camino Corto - U,2023,9.25
2023-01-13,Del Sol/Camino Corto - 6,2023,11.75
2023-01-13,Del Sol/Camino Corto - 2,2023,11.25
2023-01-13,Del Sol/Camino Corto - 3,2023,11.75
2023-01-13,Del Sol/Camino Corto - 4,2023,14.5
2023-01-13,Del Sol/Camino Corto - 5,2023,10.25
2023-01-13,Del Sol/Camino Corto - 8,2023,11.5
2023-01-13,Del Sol/Camino Corto - 7,2023,10.25
2023-01-16,More Mesa - Main,2023,16.5
2023-01-10,West Campus - 1,2023,12
2023-01-17,West Campus - 6,2023,13
2023-01-17,West Campus - 7,2023,1.5
2023-01-17,West Campus - 8,2023,9.375
2023-01-17,West Campus - 13,2023,5.5
2023-01-17,West Campus - 9,2023,6
2023-01-17,West Campus - 10,2023,8
2023-01-17,West Campus - 11,2023,9
2023-01-19,South Parcel - SWW 1,2023,11
2023-01-19,South Parcel - 3,2023,12.75
2023-01-19,South Parcel - 2,2023,13
2023-01-19,South Parcel - 1,2023,6.5
2023-01-19,South Parcel - 5,2023,19
2023-01-19,South Parcel - 4,2023,11.25
2023-01-19,South Parcel - 6,2023,11
2023-01-19,South Parcel - 7,2023,13.25
2023-01-19,South Parcel - 8,2023,12
2023-01-19,South Parcel - 9,2023,6.5
2023-01-20,North Campus Open Space - 1,2023,20
2023-01-20,North Campus Open Space - 2,2023,18
2023-01-20,North Campus Open Space - 3,2023,3
2023-01-20,North Campus Open Space - 4,2023,15.5
2023-01-20,North Campus Open Space - 5,2023,10
2023-01-20,North Campus Open Space - 6,2023,8.5
2023-01-20,North Campus Open Space - 7,2023,8.5
2023-01-20,North Campus Open Space - 8,2023,13
2023-01-20,North Campus Open Space - 9,2023,3.5
2023-01-20,North Parcel - 6,2023,11
2023-01-20,North Parcel - 7,2023,16
2023-01-20,North Parcel - 9,2023,15
2023-01-20,North Parcel - 3,2023,12
2023-01-20,North Parcel - 4,2023,7.75
2023-01-20,Del Sol/Camino Corto - N,2023,9.5
2023-01-20,Del Sol/Camino Corto - V,2023,9.25
2023-01-20,Del Sol/Camino Corto - E,2023,11.5
2023-01-20,Del Sol/Camino Corto - W,2023,14.75
2023-01-20,Del Sol/Camino Corto - F,2023,9.75
2023-01-20,Del Sol/Camino Corto - S,2023,11
2023-01-20,Del Sol/Camino Corto - K,2023,10
2023-01-20,Del Sol/Camino Corto - H,2023,13.5
2023-01-20,Del Sol/Camino Corto - I,2023,9.75
2023-01-20,Del Sol/Camino Corto - J,2023,9.75
2023-01-20,Del Sol/Camino Corto - L,2023,5.75
2023-01-20,Del Sol/Camino Corto - M,2023,11.75
2023-01-20,Del Sol/Camino Corto - G,2023,9.5
2023-01-20,Del Sol/Camino Corto - T,2023,3.75
2023-01-20,Del Sol/Camino Corto - U,2023,8.75
2023-01-20,Del Sol/Camino Corto - 6,2023,11.75
2023-01-20,Del Sol/Camino Corto - 2,2023,11
2023-01-20,Del Sol/Camino Corto - 3,2023,9.5
2023-01-20,Del Sol/Camino Corto - 4,2023,14.5
2023-01-20,Del Sol/Camino Corto - 5,2023,9.5
2023-01-20,Del Sol/Camino Corto - 8,2023,11
2023-01-20,Del Sol/Camino Corto - 7,2023,10
2023-01-20,North Parcel - 14,2023,15
2023-01-20,North Parcel - 16,2023,16.5
2023-01-20,North Parcel - Ph 1,2023,15
2023-01-20,North Parcel - 11,2023,12.25
2023-01-20,Ellwood Mesa - 2,2023,2.25
2023-01-20,Ellwood Mesa - 3,2023,0.5
2023-01-20,Ellwood Mesa - 5,2023,1.5
2023-01-20,Ellwood Mesa - Reference,2023,14.25
2023-01-20,North Parcel - West Pond,2023,27
2023-01-24,West Campus - 13,2023,3.375
2023-01-24,West Campus - 11,2023,1.875
2023-01-24,West Campus - 8,2023,3.75
2023-01-24,West Campus - 9,2023,5.875
2023-01-24,West Campus - 10,2023,6
2023-01-24,West Campus - 6,2023,10.875
2023-01-24,West Campus - 7,2023,0
2023-01-26,More Mesa - Main,2023,13.75
2023-01-26,South Parcel - 1,2023,3.5
2023-01-26,South Parcel - 2,2023,12
2023-01-26,South Parcel - 3,2023,12
2023-01-26,South Parcel - 4,2023,11
2023-01-26,South Parcel - 5,2023,18.25
2023-01-26,South Parcel - 6,2023,10
2023-01-26,South Parcel - 7,2023,12
2023-01-26,South Parcel - 8,2023,7.5
2023-01-26,South Parcel - 9,2023,3
2023-01-26,South Parcel - SWW 1,2023,9.25
2023-01-26,North Campus Open Space - 1,2023,19
2023-01-26,North Campus Open Space - 2,2023,17.75
2023-01-26,North Campus Open Space - 4,2023,14
2023-01-26,North Campus Open Space - 5,2023,0
2023-01-26,North Campus Open Space - 6,2023,0
2023-01-26,North Campus Open Space - 7,2023,0
2023-01-26,North Campus Open Space - 8,2023,12
2023-01-26,North Campus Open Space - 9,2023,0
2023-01-26,North Campus Open Space - 3,2023,0
2023-01-26,North Parcel - West Pond,2023,25
2023-01-26,North Parcel - 19,2023,11
2023-01-26,North Parcel - Ph 1,2023,12.75
2023-01-26,North Parcel - 16,2023,15.5
2023-01-26,North Parcel - 14,2023,13.75
2023-01-26,North Parcel - 3,2023,11
2023-01-26,North Parcel - 4,2023,6.75
2023-01-26,North Parcel - 9,2023,13.5
2023-01-26,North Parcel - 7,2023,15
2023-01-26,North Parcel - 6,2023,10
2023-01-27,Del Sol/Camino Corto - N,2023,7.75
2023-01-27,Del Sol/Camino Corto - V,2023,7.5
2023-01-27,Del Sol/Camino Corto - E,2023,9.75
2023-01-27,Del Sol/Camino Corto - W,2023,13
2023-01-27,Del Sol/Camino Corto - F,2023,8
2023-01-27,Del Sol/Camino Corto - S,2023,9.75
2023-01-27,Del Sol/Camino Corto - K,2023,7.75
2023-01-27,Del Sol/Camino Corto - H,2023,11
2023-01-27,Del Sol/Camino Corto - I,2023,4.75
2023-01-27,Del Sol/Camino Corto - J,2023,5.25
2023-01-27,Del Sol/Camino Corto - L,2023,2.5
2023-01-27,Del Sol/Camino Corto - M,2023,7.75
2023-01-27,Del Sol/Camino Corto - G,2023,5.75
2023-01-27,Del Sol/Camino Corto - T,2023,1.25
2023-01-27,Del Sol/Camino Corto - U,2023,6.75
2023-01-27,Del Sol/Camino Corto - 6,2023,10.5
2023-01-27,Del Sol/Camino Corto - 2,2023,9.75
2023-01-27,Del Sol/Camino Corto - 3,2023,7
2023-01-27,Del Sol/Camino Corto - 4,2023,11.75
2023-01-27,Del Sol/Camino Corto - 5,2023,7
2023-01-27,Del Sol/Camino Corto - 8,2023,6.75
2023-01-27,Del Sol/Camino Corto - 7,2023,8.5
2023-01-28,Ellwood Mesa - 2,2023,0.25
2023-01-28,Ellwood Mesa - 3,2023,0
2023-01-28,Ellwood Mesa - 5,2023,0
2023-01-28,Ellwood Mesa - Reference,2023,11.25
2022-12-30,Sierra Madre - Central Wetland,2023,24
2023-01-06,Sierra Madre - Central Wetland,2023,24
2023-01-13,Sierra Madre - Central Wetland,2023,24
2023-01-20,Sierra Madre - Central Wetland,2023,24
2023-01-27,Sierra Madre - Central Wetland,2023,23
2023-01-31,West Campus - 8,2023,0
2023-01-31,West Campus - 13,2023,0
2023-01-31,West Campus - 9,2023,1.75
2023-01-31,West Campus - 10,2023,3
2023-01-31,West Campus - 11,2023,3.875
2023-01-31,West Campus - 6,2023,10.5
2023-01-31,West Campus - 7,2023,0
2023-01-31,South Parcel - 1,2023,0
2023-01-31,South Parcel - 2,2023,12
2023-01-31,South Parcel - 3,2023,12
2023-01-31,South Parcel - 4,2023,10
2023-01-31,South Parcel - 5,2023,18
2023-01-31,South Parcel - 6,2023,9.75
2023-01-31,South Parcel - 7,2023,11.75
2023-01-31,South Parcel - 8,2023,4.5
2023-01-31,South Parcel - 9,2023,0
2023-01-31,North Campus Open Space - 1,2023,18.75
2023-01-31,North Campus Open Space - 2,2023,17
2023-01-31,North Campus Open Space - 3,2023,0
2023-01-31,North Campus Open Space - 4,2023,12.75
2023-01-31,North Campus Open Space - 5,2023,0
2023-01-31,North Campus Open Space - 6,2023,0
2023-01-31,North Campus Open Space - 7,2023,0
2023-01-31,North Campus Open Space - 8,2023,11
2023-01-31,North Campus Open Space - 9,2023,0
2023-01-31,North Parcel - West Pond,2023,24.5
2023-01-31,North Parcel - 16,2023,15.75
2023-01-31,North Parcel - 14,2023,12.75
2023-01-31,North Parcel - 9,2023,12
2023-01-31,North Parcel - 4,2023,5.75
2023-01-31,North Parcel - 3,2023,9.75
2023-01-31,North Parcel - 6,2023,9.5
2023-01-31,North Parcel - 7,2023,14.5
2023-02-03,South Parcel - SWW 1,2023,4.5
2023-02-03,Del Sol/Camino Corto - N,2023,6.75
2023-02-03,Del Sol/Camino Corto - V,2023,6.75
2023-02-03,Del Sol/Camino Corto - E,2023,8.75
2023-02-03,Del Sol/Camino Corto - W,2023,12
2023-02-03,Del Sol/Camino Corto - F,2023,7
2023-02-03,Del Sol/Camino Corto - S,2023,8.25
2023-02-03,Del Sol/Camino Corto - K,2023,6
2023-02-03,Del Sol/Camino Corto - H,2023,8
2023-02-03,Del Sol/Camino Corto - I,2023,1
2023-02-03,Del Sol/Camino Corto - J,2023,2
2023-02-03,Del Sol/Camino Corto - L,2023,0
2023-02-03,Del Sol/Camino Corto - M,2023,5.25
2023-02-03,Del Sol/Camino Corto - G,2023,4.25
2023-02-03,Del Sol/Camino Corto - T,2023,0
2023-02-03,Del Sol/Camino Corto - U,2023,5
2023-02-03,Del Sol/Camino Corto - 6,2023,9.5
2023-02-03,Del Sol/Camino Corto - 2,2023,5
2023-02-03,Del Sol/Camino Corto - 3,2023,4.5
2023-02-03,Del Sol/Camino Corto - 4,2023,9.25
2023-02-03,Del Sol/Camino Corto - 5,2023,5
2023-02-03,Del Sol/Camino Corto - 8,2023,3
2023-02-03,Del Sol/Camino Corto - 7,2023,7.25
2023-02-03,Ellwood Mesa - 2,2023,0
2023-02-03,Ellwood Mesa - 3,2023,0
2023-02-03,Ellwood Mesa - 5,2023,0
2023-02-03,Ellwood Mesa - Reference,2023,8.5
2023-02-03,Sierra Madre - Central Wetland,2023,21
2023-02-06,South Parcel - 1,2023,0
2023-02-06,South Parcel - 2,2023,11.5
2023-02-06,South Parcel - 3,2023,11.25
2023-02-06,South Parcel - 4,2023,10
2023-02-06,South Parcel - 5,2023,17.5
2023-02-06,South Parcel - 6,2023,9.25
2023-02-06,South Parcel - 7,2023,10.75
2023-02-06,South Parcel - 8,2023,2.25
2023-02-06,South Parcel - 9,2023,0
2023-02-06,North Campus Open Space - 1,2023,18
2023-02-06,North Campus Open Space - 2,2023,16.5
2023-02-06,North Campus Open Space - 3,2023,0
2023-02-06,North Campus Open Space - 4,2023,11
2023-02-06,North Campus Open Space - 5,2023,0
2023-02-06,North Campus Open Space - 6,2023,0
2023-02-06,North Campus Open Space - 7,2023,0
2023-02-06,North Campus Open Space - 8,2023,10
2023-02-06,North Campus Open Space - 9,2023,0
2023-02-07,West Campus - 8,2023,0
2023-02-07,West Campus - 13,2023,0
2023-02-07,West Campus - 9,2023,0
2023-02-07,West Campus - 10,2023,0.125
2023-02-07,West Campus - 11,2023,2.375
2023-02-07,West Campus - 6,2023,9.375
2023-02-07,West Campus - 7,2023,0
2023-02-07,North Parcel - 19,2023,9.5
2023-02-07,North Parcel - 16,2023,14.75
2023-02-07,North Parcel - 14,2023,11.5
2023-02-07,North Parcel - 9,2023,10.75
2023-02-07,North Parcel - 7,2023,13.75
2023-02-07,North Parcel - 6,2023,9
2023-02-07,North Parcel - Ph1,2023,8.25
2023-01-26,More Mesa - Main,2023,13.75
2023-01-22,More Mesa - Main,2023,14.5
2023-02-06,More Mesa - Main,2023,12.25
2023-02-07,North Parcel - West Pond,2023,24
2023-02-07,North Parcel - 3,2023,9
2023-02-07,North Parcel - 4,2023,4.75
2023-02-10,South Parcel - 1,2023,0
2023-02-10,South Parcel - 2,2023,12
2023-02-10,South Parcel - 3,2023,11
2023-02-10,South Parcel - SWW 1,2023,0
2023-02-10,South Parcel - 4,2023,9.5
2023-02-10,South Parcel - 5,2023,17
2023-02-10,South Parcel - 6,2023,9
2023-02-10,South Parcel - 7,2023,10
2023-02-10,South Parcel - 8,2023,0
2023-02-10,South Parcel - 9,2023,0
2023-02-10,North Campus Open Space - 8,2023,9
2023-02-10,North Campus Open Space - 9,2023,0
2023-02-10,North Campus Open Space - 7,2023,0
2023-02-10,North Campus Open Space - 6,2023,0
2023-02-10,North Campus Open Space - 5,2023,0
2023-02-10,North Campus Open Space - 4,2023,9.75
2023-02-10,North Campus Open Space - 2,2023,16
2023-02-10,North Campus Open Space - 1,2023,17.75
2023-02-10,Sierra Madre - Central Wetland,2023,19
2023-02-10,North Parcel - West Pond,2023,24.5
2023-02-10,North Parcel - 18,2023,9
2023-02-10,North Parcel - Ph1,2023,7
2023-02-10,North Parcel - 16,2023,14.5
2023-02-10,North Parcel - 14,2023,11
2023-02-10,North Parcel - 9,2023,9.25
2023-02-10,North Parcel - 7,2023,13.25
2023-02-10,North Parcel - 6,2023,8.25
2023-02-10,Del Sol/Camino Corto - V,2023,6
2023-02-10,Del Sol/Camino Corto - N,2023,4.5
2023-02-10,Del Sol/Camino Corto - E,2023,7.5
2023-02-10,Del Sol/Camino Corto - W,2023,10.5
2023-02-10,Del Sol/Camino Corto - F,2023,5.5
2023-02-10,Del Sol/Camino Corto - S,2023,6.75
2023-02-10,Del Sol/Camino Corto - K,2023,3.75
2023-02-10,Del Sol/Camino Corto - H,2023,5
2023-02-10,Del Sol/Camino Corto - I,2023,0
2023-02-10,Del Sol/Camino Corto - J,2023,0
2023-02-10,Del Sol/Camino Corto - L,2023,0
2023-02-10,Del Sol/Camino Corto - M,2023,2
2023-02-10,Del Sol/Camino Corto - G,2023,2.25
2023-02-10,Del Sol/Camino Corto - T,2023,0
2023-02-10,Del Sol/Camino Corto - U,2023,3.75
2023-02-10,Del Sol/Camino Corto - 6,2023,8.5
2023-02-10,Del Sol/Camino Corto - 2,2023,7
2023-02-10,Del Sol/Camino Corto - 3,2023,2.75
2023-02-10,Del Sol/Camino Corto - 4,2023,7
2023-02-10,Del Sol/Camino Corto - 5,2023,3
2023-02-10,Del Sol/Camino Corto - 8,2023,0
2023-02-10,Del Sol/Camino Corto - 7,2023,6
2023-02-13,Ellwood Mesa - 2,2023,0
2023-02-13,Ellwood Mesa - 3,2023,0
2023-02-13,Ellwood Mesa - 5,2023,0
2023-02-13,Ellwood Mesa - Reference,2023,3.5
2023-02-14,West Campus - 8,2023,0
2023-02-14,West Campus - 13,2023,0
2023-02-14,West Campus - 9,2023,0
2023-02-14,West Campus - 10,2023,0
2023-02-14,West Campus - 11,2023,0
2023-02-14,West Campus - 6,2023,8
2023-02-14,West Campus - 7,2023,0
2023-02-16,North Parcel - West Pond,2023,23.5
2023-02-16,North Parcel - Ph1,2023,3.75
2023-02-17,North Parcel - 4,2023,1.75
2023-02-17,North Parcel - 3,2023,7.25
2023-02-17,North Parcel - 9,2023,7
2023-02-17,North Parcel - 6,2023,7
2023-02-17,North Parcel - 7,2023,12
2023-02-17,North Parcel - 16,2023,13.5
2023-02-17,North Parcel - 14,2023,9
2023-02-17,North Parcel - 19,2023,7.5
2023-02-17,South Parcel - 1,2023,0
2023-02-17,South Parcel - 2,2023,10.5
2023-02-17,South Parcel - 2,2023,10.25
2023-02-17,South Parcel - 4,2023,9
2023-02-17,South Parcel - 5,2023,16
2023-02-17,South Parcel - 6,2023,8
2023-02-17,South Parcel - 1,2023,8.75
2023-02-17,South Parcel - 8,2023,0
2023-02-17,South Parcel - 9,2023,0
2023-02-17,North Campus Open Space - 9,2023,0
2023-02-17,North Campus Open Space - 8,2023,6.5
2023-02-17,North Campus Open Space - 7,2023,0
2023-02-17,North Campus Open Space - 6,2023,0
2023-02-17,North Campus Open Space - 4,2023,7.75
2023-02-17,North Campus Open Space - 2,2023,15
2023-02-17,North Campus Open Space - 1,2023,16.75
2023-02-17,South Parcel - SWW 01,2023,0
2023-02-17,Del Sol/Camino Corto - V,2023,4.5
2023-02-17,Del Sol/Camino Corto - N,2023,4
2023-02-17,Del Sol/Camino Corto - E,2023,5.75
2023-02-17,Del Sol/Camino Corto - W,2023,8.75
2023-02-17,Del Sol/Camino Corto - F,2023,3
2023-02-17,Del Sol/Camino Corto - S,2023,4
2023-02-17,Del Sol/Camino Corto - K,2023,0.25
2023-02-17,Del Sol/Camino Corto - H,2023,1.25
2023-02-17,Del Sol/Camino Corto - I,2023,0
2023-02-17,Del Sol/Camino Corto - J,2023,0
2023-02-17,Del Sol/Camino Corto - L,2023,0
2023-02-17,Del Sol/Camino Corto - M,2023,0
2023-02-17,Del Sol/Camino Corto - G,2023,0
2023-02-17,Del Sol/Camino Corto - T,2023,0
2023-02-17,Del Sol/Camino Corto - U,2023,1.5
2023-02-17,Del Sol/Camino Corto - 6,2023,7.25
2023-02-17,Del Sol/Camino Corto - 2,2023,5.5
2023-02-17,Del Sol/Camino Corto - 3,2023,1
2023-02-17,Del Sol/Camino Corto - 4,2023,4.25
2023-02-17,Del Sol/Camino Corto - 5,2023,0.5
2023-02-17,Del Sol/Camino Corto - 8,2023,0
2023-02-17,Del Sol/Camino Corto - 7,2023,4.5
2023-02-18,More Mesa - Main,2023,10.25
2023-02-19,Ellwood Mesa - 2,2023,0
2023-02-19,Ellwood Mesa - 3,2023,0
2023-02-19,Ellwood Mesa - 5,2023,0
2023-02-19,Ellwood Mesa - Reference,2023,0
2023-02-21,West Campus - 8,2023,0
2023-02-21,West Campus - 13,2023,0
2023-02-21,West Campus - 9,2023,0
2023-02-21,West Campus - 10,2023,0
2023-02-21,West Campus - 11,2023,0
2023-02-21,West Campus - 6,2023,6.75
2023-02-21,West Campus - 7,2023,0
2023-02-17,Sierra Madre - Central Wetland,2023,16
2023-02-22,Storke Ranch - Main pool,2023,0
2023-02-22,Storke Ranch - 2008,2023,0
2023-02-22,Storke Ranch - 2018,2023,0
2023-02-22,Storke Ranch - North pool,2023,0
2023-02-22,Storke Ranch - South pool,2023,1.25
2023-02-25,Del Sol/Camino Corto - N,2023,8
2023-02-25,Del Sol/Camino Corto - V,2023,7.5
2023-02-25,Del Sol/Camino Corto - E,2023,9.75
2023-02-25,Del Sol/Camino Corto - W,2023,14
2023-02-25,Del Sol/Camino Corto - F,2023,9
2023-02-25,Del Sol/Camino Corto - S,2023,9.5
2023-02-25,Del Sol/Camino Corto - K,2023,11.75
2023-02-25,Del Sol/Camino Corto - H,2023,14
2023-02-25,Del Sol/Camino Corto - I,2023,11.5
2023-02-25,Del Sol/Camino Corto - J,2023,11
2023-02-25,Del Sol/Camino Corto - L,2023,8.25
2023-02-25,Del Sol/Camino Corto - M,2023,11
2023-02-25,Del Sol/Camino Corto - G,2023,7.25
2023-02-25,Del Sol/Camino Corto - T,2023,5
2023-02-25,Del Sol/Camino Corto - U,2023,9
2023-02-25,Del Sol/Camino Corto - 6,2023,10.75
2023-02-25,Del Sol/Camino Corto - 2,2023,10.75
2023-02-25,Del Sol/Camino Corto - 3,2023,7.5
2023-02-25,Del Sol/Camino Corto - 4,2023,10
2023-02-25,Del Sol/Camino Corto - 5,2023,7
2023-02-25,Del Sol/Camino Corto - 8,2023,7
2023-02-25,Del Sol/Camino Corto - 7,2023,8.5
2023-02-27,Ellwood Mesa - 2,2023,3.5
2023-02-27,Ellwood Mesa - 3,2023,3.5
2023-02-27,Ellwood Mesa - 5,2023,3.25
2023-02-27,Ellwood Mesa - Reference,2023,15.75
2023-02-28,West Campus - 8,2023,9.25
2023-02-28,West Campus - 13,2023,5
2023-02-28,West Campus - 9,2023,6.125
2023-02-28,West Campus - 10,2023,8
2023-02-28,West Campus - 11,2023,6.375
2023-02-28,West Campus - 6,2023,12.875
2023-02-28,West Campus - 7,2023,1.125
2023-01-10,West Campus - 3,2023,7.5
2023-01-10,West Campus - 2,2023,7.9
2023-01-10,West Campus - 4,2023,12
2023-01-10,West Campus - 5,2023,12
2023-01-10,West Campus - 6,2023,13.75
2023-01-10,West Campus - 7,2023,2.25
2023-01-17,West Campus - 1,2023,11
2023-01-17,West Campus - 3,2023,7
2023-01-17,West Campus - 2,2023,6
2023-01-17,West Campus - 4,2023,9.5
2023-01-17,West Campus - 5,2023,9
2023-01-17,West Campus - 6,2023,13
2023-01-17,West Campus - 7,2023,2
2023-01-24,West Campus - 1,2023,8.5
2023-01-24,West Campus - 3,2023,4.8
2023-01-24,West Campus - 2,2023,3.7
2023-01-24,West Campus - 4,2023,7
2023-01-24,West Campus - 5,2023,0
2023-01-24,West Campus - 6,2023,11.5
2023-01-24,West Campus - 7,2023,0
2023-01-31,West Campus - 1,2023,7.5
2023-01-31,West Campus - 3,2023,3.25
2023-01-31,West Campus - 2,2023,2
2023-01-31,West Campus - 4,2023,6.1
2023-01-31,West Campus - 5,2023,0
2023-01-31,West Campus - 6,2023,10.4
2023-01-31,West Campus - 7,2023,0
2023-02-07,West Campus - 6,2023,9.25
2023-02-07,West Campus - 7,2023,0
2023-02-07,West Campus - 4,2023,5.4
2023-02-07,West Campus - 2,2023,0
2023-02-07,West Campus - 5,2023,0
2023-02-07,West Campus - 3,2023,2
2023-02-07,West Campus - 1,2023,7
2023-02-14,West Campus - 1,2023,5
2023-02-14,West Campus - 3,2023,0.25
2023-02-14,West Campus - 2,2023,0
2023-02-14,West Campus - 4,2023,4
2023-02-14,West Campus - 5,2023,0
2023-02-14,West Campus - 6,2023,8
2023-02-14,West Campus - 7,2023,0
2023-02-21,West Campus - 1,2023,0
2023-02-21,West Campus - 3,2023,0
2023-02-21,West Campus - 2,2023,0
2023-02-21,West Campus - 5,2023,0
2023-02-21,West Campus - 7,2023,0
2023-02-21,West Campus - 4,2023,2
2023-02-21,West Campus - 6,2023,7
2023-02-28,West Campus - 1,2023,9.2
2023-02-28,West Campus - 3,2023,4.3
2023-02-28,West Campus - 2,2023,5
2023-02-28,West Campus - 4,2023,7.9
2023-02-28,West Campus - 5,2023,3
2023-02-28,West Campus - 7,2023,1.5
2023-02-28,West Campus - 6,2023,13
2023-02-23,North Parcel - West Pond,2023,23.75
2023-02-23,North Parcel - 19,2023,6.5
2023-02-23,North Parcel - Ph1,2023,0
2023-02-23,North Parcel - 16,2023,12.5
2023-02-23,North Parcel - 14,2023,8
2023-02-23,North Parcel - 9,2023,5
2023-02-23,North Parcel - 4,2023,0
2023-02-23,North Parcel - 3,2023,5.75
2023-02-23,North Parcel - 7,2023,11
2023-02-23,North Parcel - 6,2023,6
2023-02-23,North Campus Open Space - 1,2023,16
2023-02-23,North Campus Open Space - 2,2023,14
2023-02-23,North Campus Open Space - 3,2023,0
2023-02-23,North Campus Open Space - 4,2023,5.75
2023-02-23,North Campus Open Space - 5,2023,0
2023-02-23,North Campus Open Space - 6,2023,0
2023-02-23,North Campus Open Space - 7,2023,0
2023-02-23,North Campus Open Space - 8,2023,5
2023-02-23,North Campus Open Space - 9,2023,0
2023-02-23,South Parcel - 1,2023,0
2023-02-23,South Parcel - 2,2023,10
2023-02-23,South Parcel - 3,2023,9.75
2023-02-23,South Parcel - 4,2023,8.5
2023-02-23,South Parcel - 5,2023,15.5
2023-02-23,South Parcel - 6,2023,7.75
2023-02-23,South Parcel - 7,2023,7.25
2023-02-23,South Parcel - 8,2023,0
2023-02-23,South Parcel - 9,2023,0
2023-02-23,South Parcel - SWW,2023,0
2023-03-02,South Parcel - 1,2023,7.75
2023-03-02,South Parcel - 2,2023,13
2023-03-02,South Parcel - 3,2023,12.75
2023-03-02,South Parcel - 4,2023,11
2023-03-02,South Parcel - 5,2023,19
2023-03-02,South Parcel - 6,2023,10.75
2023-03-02,South Parcel - 7,2023,12.75
2023-03-02,South Parcel - 8,2023,12
2023-03-02,South Parcel - 9,2023,8
2023-03-02,North Campus Open Space - 9,2023,5.25
2023-03-02,North Campus Open Space - 8,2023,13.75
2023-03-02,North Campus Open Space - 7,2023,15
2023-03-02,North Campus Open Space - 6,2023,15
2023-03-02,North Campus Open Space - 5,2023,17
2023-03-02,North Campus Open Space - 4,2023,16
2023-03-02,North Campus Open Space - 3,2023,7
2023-03-02,North Campus Open Space - 2,2023,18.75
2023-03-02,North Campus Open Space - 1,2023,20
2023-03-02,North Parcel - West Pond,2023,33
2023-03-02,North Parcel - 19,2023,12.75
2023-03-02,North Parcel - Ph 1,2023,15
2023-03-02,North Parcel - 16,2023,17
2023-03-02,North Parcel - 14,2023,15.75
2023-03-02,North Parcel - 6,2023,11.25
2023-03-02,North Parcel - 9,2023,15.75
2023-03-02,North Parcel - 3,2023,12
2023-03-02,North Parcel - 4,2023,8.25
2023-03-03,Del Sol/Camino Corto - N,2023,9.25
2023-03-03,Del Sol/Camino Corto - V,2023,9
2023-03-03,Del Sol/Camino Corto - E,2023,10.75
2023-03-03,Del Sol/Camino Corto - W,2023,14.5
2023-03-03,Del Sol/Camino Corto - F,2023,9.5
2023-03-03,Del Sol/Camino Corto - S,2023,10.75
2023-03-03,Del Sol/Camino Corto - K,2023,10
2023-03-03,Del Sol/Camino Corto - H,2023,13.25
2023-03-03,Del Sol/Camino Corto - I,2023,11
2023-03-03,Del Sol/Camino Corto - J,2023,11.75
2023-03-03,Del Sol/Camino Corto - L,2023,7.25
